timestamp,machine_id,temperature,vibration,pressure,rpm,voltage
2025-06-02 02:45:00,MCH_001,66.16,0.0287,3.0,1673,224.52
2025-06-02 03:00:00,MCH_001,78.57,0.0686,4.06,1796,225.08
2025-06-02 03:15:00,MCH_001,71.9,0.028,3.82,1646,235.75
2025-06-02 03:30:00,MCH_001,73.48,0.0382,3.22,1732,226.79
2025-06-02 03:45:00,MCH_001,76.54,0.0252,3.94,1825,225.59
2025-06-02 04:00:00,MCH_001,76.7,0.028,4.54,1647,232.2
2025-06-02 04:15:00,MCH_001,72.47,0.0526,4.14,1682,226.1
2025-06-02 04:30:00,MCH_001,78.29,0.0166,3.23,1736,218.06
2025-06-02 04:45:00,MCH_001,85.26,0.0302,3.99,1827,233.48
2025-06-02 05:00:00,MCH_001,71.59,0.0444,3.58,1780,232.64
2025-06-02 05:15:00,MCH_001,73.74,0.0244,3.14,1678,232.06
2025-06-02 05:30:00,MCH_001,78.8,0.0246,3.48,1806,232.5
2025-06-02 05:45:00,MCH_001,59.27,0.058,3.94,1645,235.53
2025-06-02 06:00:00,MCH_001,74.6,0.0391,4.07,1671,227.41
2025-06-02 06:15:00,MCH_001,79.13,-0.0045,2.88,1748,234.97
2025-06-02 06:30:00,MCH_001,83.48,0.0165,3.77,1770,232.42
2025-06-02 06:45:00,MCH_001,69.12,-0.0011,3.54,1591,227.57
2025-06-02 07:00:00,MCH_001,70.87,0.0562,2.47,1733,224.41
2025-06-02 07:15:00,MCH_001,85.68,0.0409,3.11,1856,221.81
2025-06-02 07:30:00,MCH_001,74.0,0.0344,4.05,1702,229.05
2025-06-02 07:45:00,MCH_001,84.97,0.0489,4.03,1835,230.39
2025-06-02 08:00:00,MCH_001,74.33,0.0331,2.56,1778,230.53
2025-06-02 08:15:00,MCH_001,68.89,0.0334,4.35,1829,223.6
2025-06-02 08:30:00,MCH_001,73.54,0.0447,3.75,1759,228.01
2025-06-02 08:45:00,MCH_001,82.69,0.0425,3.37,1679,221.81
2025-06-02 09:00:00,MCH_001,75.6,0.0293,2.11,1426,227.8
2025-06-02 09:15:00,MCH_001,61.36,0.0346,3.44,1681,222.3
2025-06-02 09:30:00,MCH_001,82.46,0.0449,2.64,1705,231.85
2025-06-02 09:45:00,MCH_001,76.34,0.0479,4.28,1526,227.94
2025-06-02 10:00:00,MCH_001,66.66,0.0351,3.75,1879,220.96
2025-06-02 10:15:00,MCH_001,83.88,0.0426,2.84,1681,231.4
2025-06-02 10:30:00,MCH_001,81.52,0.0438,3.23,1843,229.12
2025-06-02 10:45:00,MCH_001,74.37,0.047,3.43,1675,229.42
2025-06-02 11:00:00,MCH_001,74.26,0.0612,3.44,1897,228.1
2025-06-02 11:15:00,MCH_001,77.26,0.0153,3.08,1653,236.77
2025-06-02 11:30:00,MCH_001,83.24,0.0569,3.84,1892,236.26
2025-06-02 11:45:00,MCH_001,75.58,0.0252,3.77,1594,235.77
2025-06-02 12:00:00,MCH_001,78.21,0.0284,3.94,1776,224.97
2025-06-02 12:15:00,MCH_001,63.49,0.0286,3.23,1658,223.91
2025-06-02 12:30:00,MCH_001,74.26,0.043,2.65,1800,232.18
2025-06-02 12:45:00,MCH_001,72.11,0.0397,3.59,1709,223.98
2025-06-02 13:00:00,MCH_001,74.09,0.065,2.39,1642,238.37
2025-06-02 13:15:00,MCH_001,85.7,0.0513,4.05,1812,231.85
2025-06-02 13:30:00,MCH_001,85.06,0.0354,3.91,1912,241.33
2025-06-02 13:45:00,MCH_001,75.05,0.0593,2.83,1766,233.44
2025-06-02 14:00:00,MCH_001,67.14,0.0258,3.91,1754,219.23
2025-06-02 14:15:00,MCH_001,71.7,0.0304,3.45,1659,226.14
2025-06-02 14:30:00,MCH_001,84.41,0.052,3.87,1688,227.78
2025-06-02 14:45:00,MCH_001,81.86,0.0329,3.39,1806,238.47
2025-06-02 15:00:00,MCH_001,63.13,0.0265,3.94,1763,231.4
2025-06-02 15:15:00,MCH_001,71.09,0.0663,3.06,1542,229.5
2025-06-02 15:30:00,MCH_001,78.78,0.0386,4.7,1474,235.12
2025-06-02 15:45:00,MCH_001,76.05,0.0188,3.19,1657,238.17
2025-06-02 16:00:00,MCH_001,85.39,0.003,4.2,1807,240.28
2025-06-02 16:15:00,MCH_001,67.06,0.0429,3.55,1835,221.38
2025-06-02 16:30:00,MCH_001,89.08,0.0408,3.27,1755,236.52
2025-06-02 16:45:00,MCH_001,64.79,0.0469,3.56,1601,223.81
2025-06-02 17:00:00,MCH_001,69.57,0.0427,3.17,1709,223.56
2025-06-02 17:15:00,MCH_001,77.15,0.0399,2.99,1617,234.53
2025-06-02 17:30:00,MCH_001,75.97,0.0148,3.42,1518,232.4
2025-06-02 17:45:00,MCH_001,77.84,0.0721,3.13,1671,220.01
2025-06-02 18:00:00,MCH_001,75.46,0.0509,2.55,1905,236.35
2025-06-02 18:15:00,MCH_001,72.26,0.0559,3.32,1715,229.01
2025-06-02 18:30:00,MCH_001,71.88,0.0516,3.57,1862,228.46
2025-06-02 18:45:00,MCH_001,81.94,0.0384,3.3,1752,223.53
2025-06-02 19:00:00,MCH_001,69.37,0.0496,4.06,1789,221.87
2025-06-02 19:15:00,MCH_001,75.11,0.0432,2.82,1705,228.62
2025-06-02 19:30:00,MCH_001,89.31,0.0401,3.84,1960,235.9
2025-06-02 19:45:00,MCH_001,71.05,0.0805,3.38,1601,234.18
2025-06-02 20:00:00,MCH_001,72.07,0.0415,3.68,1694,231.91
2025-06-02 20:15:00,MCH_001,75.51,0.0302,2.74,1819,227.87
2025-06-02 20:30:00,MCH_001,73.66,0.0564,3.15,1784,234.89
2025-06-02 20:45:00,MCH_001,70.38,0.0279,4.5,1822,222.54
2025-06-02 21:00:00,MCH_001,75.09,0.0442,3.62,1600,229.12
2025-06-02 21:15:00,MCH_001,76.5,0.0326,3.25,1694,236.34
2025-06-02 21:30:00,MCH_001,86.84,0.0634,3.42,1951,228.16
2025-06-02 21:45:00,MCH_001,85.46,0.0372,4.67,1781,227.1
2025-06-02 22:00:00,MCH_001,66.61,0.0707,3.04,1695,229.35
2025-06-02 22:15:00,MCH_001,76.99,0.0415,3.28,1632,228.45
2025-06-02 22:30:00,MCH_001,78.85,0.0674,3.49,1665,241.21
2025-06-02 22:45:00,MCH_001,69.04,0.0418,3.96,1825,224.94
2025-06-02 23:00:00,MCH_001,80.0,0.048,3.77,1560,232.7
2025-06-02 23:15:00,MCH_001,75.64,0.0507,3.08,1623,229.18
2025-06-02 23:30:00,MCH_001,80.45,0.0615,4.05,1707,236.44
2025-06-02 23:45:00,MCH_001,81.67,0.0478,3.56,1663,233.46
2025-06-03 00:00:00,MCH_001,70.25,0.0463,3.45,1782,238.73
2025-06-03 00:15:00,MCH_001,78.17,0.0625,3.23,1757,229.35
2025-06-03 00:30:00,MCH_001,74.61,0.0258,4.73,1487,231.08
2025-06-03 00:45:00,MCH_001,77.38,0.0188,4.15,1845,226.58
2025-06-03 01:00:00,MCH_001,68.42,0.0174,3.36,1685,230.38
2025-06-03 01:15:00,MCH_001,74.79,0.0383,2.71,1560,232.92
2025-06-03 01:30:00,MCH_001,68.62,0.0561,3.81,1660,223.67
2025-06-03 01:45:00,MCH_001,71.97,0.056,3.57,1700,232.53
2025-06-03 02:00:00,MCH_001,72.76,0.0267,2.74,1660,236.71
2025-06-03 02:15:00,MCH_001,71.37,0.0507,3.19,1650,233.99
2025-06-03 02:30:00,MCH_001,76.7,0.0657,2.93,1625,230.83
2025-06-03 02:45:00,MCH_001,85.5,0.0636,3.23,1748,234.53
2025-06-03 03:00:00,MCH_001,65.34,0.0233,3.62,1825,224.47
2025-06-03 03:15:00,MCH_001,70.83,0.0545,3.04,1544,236.35
2025-06-03 03:30:00,MCH_001,78.91,0.0239,2.84,1790,219.88
2025-06-03 03:45:00,MCH_001,80.97,0.0354,3.04,1695,226.51
2025-06-03 04:00:00,MCH_001,85.25,0.0535,4.06,1611,228.91
2025-06-03 04:15:00,MCH_001,63.09,0.0418,3.92,1659,231.6
2025-06-03 04:30:00,MCH_001,74.88,0.026,4.47,1602,229.11
2025-06-03 04:45:00,MCH_001,79.83,0.034,2.82,1955,220.11
2025-06-03 05:00:00,MCH_001,82.81,0.0606,3.91,1410,236.54
2025-06-03 05:15:00,MCH_001,69.67,0.0305,3.23,1664,229.27
2025-06-03 05:30:00,MCH_001,69.07,0.028,4.33,1718,230.88
2025-06-03 05:45:00,MCH_001,80.4,0.0653,3.02,1622,224.11
2025-06-03 06:00:00,MCH_001,68.32,0.0384,3.38,1606,213.81
2025-06-03 06:15:00,MCH_001,79.65,0.0585,2.5,1636,227.97
2025-06-03 06:30:00,MCH_001,76.89,0.0523,4.09,1757,223.04
2025-06-03 06:45:00,MCH_001,77.45,0.0425,3.67,1644,234.5
2025-06-03 07:00:00,MCH_001,69.8,0.0629,4.29,1789,221.74
2025-06-03 07:15:00,MCH_001,74.63,0.0666,4.12,1737,236.92
2025-06-03 07:30:00,MCH_001,69.97,0.0409,3.75,1712,223.69
2025-06-03 07:45:00,MCH_001,75.89,0.0551,3.21,1731,224.9
2025-06-03 08:00:00,MCH_001,73.46,0.0293,3.42,1724,232.24
2025-06-03 08:15:00,MCH_001,79.24,0.0278,4.13,1827,231.31
2025-06-03 08:30:00,MCH_001,79.46,0.0343,3.69,1517,224.54
2025-06-03 08:45:00,MCH_001,71.66,0.0146,4.05,1492,224.77
2025-06-03 09:00:00,MCH_001,77.0,0.0361,2.91,1889,229.93
2025-06-03 09:15:00,MCH_001,70.88,0.0406,2.87,1763,231.48
2025-06-03 09:30:00,MCH_001,70.35,0.0644,4.0,1736,227.89
2025-06-03 09:45:00,MCH_001,75.78,0.0414,3.91,1611,224.78
2025-06-03 10:00:00,MCH_001,78.9,0.0132,3.82,1766,234.06
2025-06-03 10:15:00,MCH_001,77.46,0.0072,4.7,1534,231.27
2025-06-03 10:30:00,MCH_001,70.85,0.0532,2.43,1584,230.97
2025-06-03 10:45:00,MCH_001,72.69,0.0568,3.04,1671,227.16
2025-06-03 11:00:00,MCH_001,68.76,0.0625,4.13,1691,228.1
2025-06-03 11:15:00,MCH_001,75.07,0.055,3.7,1879,233.46
2025-06-03 11:30:00,MCH_001,68.63,0.0398,2.46,1588,233.61
2025-06-03 11:45:00,MCH_001,72.55,0.0225,3.64,1668,222.75
2025-06-03 12:00:00,MCH_001,75.36,0.0659,2.91,1669,224.81
2025-06-03 12:15:00,MCH_001,76.26,0.0363,2.99,1826,229.35
2025-06-03 12:30:00,MCH_001,74.7,0.0313,3.76,1694,220.07
2025-06-03 12:45:00,MCH_001,70.02,0.0389,3.99,1892,232.47
2025-06-03 13:00:00,MCH_001,84.69,0.0741,3.25,1788,217.92
2025-06-03 13:15:00,MCH_001,66.77,0.036,4.11,1865,227.9
2025-06-03 13:30:00,MCH_001,80.96,0.0612,2.61,1767,235.02
2025-06-03 13:45:00,MCH_001,89.75,0.0628,4.42,1532,242.27
2025-06-03 14:00:00,MCH_001,86.98,0.0117,3.42,1791,212.55
2025-06-03 14:15:00,MCH_001,84.98,0.0571,3.09,1596,237.1
2025-06-03 14:30:00,MCH_001,65.11,0.0517,3.62,1754,229.03
2025-06-03 14:45:00,MCH_001,84.43,0.0375,3.97,1715,232.94
2025-06-03 15:00:00,MCH_001,74.07,0.0299,3.95,1570,227.66
2025-06-03 15:15:00,MCH_001,57.81,0.04,3.9,1505,228.73
2025-06-03 15:30:00,MCH_001,83.52,0.0321,4.15,1741,223.6
2025-06-03 15:45:00,MCH_001,78.19,0.0675,2.56,1537,228.63
2025-06-03 16:00:00,MCH_001,69.12,0.0217,3.37,1576,224.46
2025-06-03 16:15:00,MCH_001,75.72,0.0389,3.89,1751,223.01
2025-06-03 16:30:00,MCH_001,68.32,0.0664,4.19,1594,219.32
2025-06-03 16:45:00,MCH_001,81.94,0.0267,4.01,1861,227.2
2025-06-03 17:00:00,MCH_001,89.21,0.0503,4.06,1816,214.89
2025-06-03 17:15:00,MCH_001,71.85,0.0631,3.29,1825,226.87
2025-06-03 17:30:00,MCH_001,81.55,0.0519,2.51,1805,223.49
2025-06-03 17:45:00,MCH_001,85.22,0.031,3.52,1486,225.04
2025-06-03 18:00:00,MCH_001,77.29,0.045,3.62,1480,233.95
2025-06-03 18:15:00,MCH_001,80.73,0.0219,3.51,1671,229.48
2025-06-03 18:30:00,MCH_001,71.24,-0.0001,2.88,1434,225.84
2025-06-03 18:45:00,MCH_001,73.61,0.0276,4.44,1613,234.3
2025-06-03 19:00:00,MCH_001,73.6,0.0524,3.44,1832,223.29
2025-06-03 19:15:00,MCH_001,74.57,0.054,3.18,1857,237.24
2025-06-03 19:30:00,MCH_001,76.64,0.0321,3.8,1851,236.87
2025-06-03 19:45:00,MCH_001,72.58,0.0381,2.76,1373,216.51
2025-06-03 20:00:00,MCH_001,80.39,0.0468,3.28,1759,233.64
2025-06-03 20:15:00,MCH_001,72.08,0.0495,4.6,1763,224.57
2025-06-03 20:30:00,MCH_001,77.17,0.0421,3.66,1748,229.21
2025-06-03 20:45:00,MCH_001,66.56,0.0453,3.11,1807,222.17
2025-06-03 21:00:00,MCH_001,78.7,0.0387,4.16,1566,230.43
2025-06-03 21:15:00,MCH_001,86.38,0.0712,2.77,1602,235.83
2025-06-03 21:30:00,MCH_001,84.25,0.0331,3.64,1784,231.8
2025-06-03 21:45:00,MCH_001,74.54,0.0532,3.27,1756,222.43
2025-06-03 22:00:00,MCH_001,81.84,0.0386,4.25,1708,230.99
2025-06-03 22:15:00,MCH_001,75.69,0.0481,3.55,1427,231.24
2025-06-03 22:30:00,MCH_001,73.64,0.0327,3.78,1619,226.79
2025-06-03 22:45:00,MCH_001,73.56,0.0346,3.65,1525,232.05
2025-06-03 23:00:00,MCH_001,73.76,0.042,4.18,1740,229.98
2025-06-03 23:15:00,MCH_001,71.12,0.0261,2.7,2135,233.65
2025-06-03 23:30:00,MCH_001,76.03,0.0347,4.64,1558,232.02
2025-06-03 23:45:00,MCH_001,71.53,0.0354,3.59,1726,227.28
2025-06-04 00:00:00,MCH_001,70.18,0.0153,2.55,1836,220.71
2025-06-04 00:15:00,MCH_001,81.28,0.0336,3.1,1539,223.0
2025-06-04 00:30:00,MCH_001,69.91,0.0331,3.45,1876,239.19
2025-06-04 00:45:00,MCH_001,59.89,0.0262,3.0,1598,228.42
2025-06-04 01:00:00,MCH_001,78.08,0.041,3.65,1709,228.17
2025-06-04 01:15:00,MCH_001,71.13,0.059,3.6,1660,221.13
2025-06-04 01:30:00,MCH_001,72.63,0.0351,4.2,1571,215.26
2025-06-04 01:45:00,MCH_001,64.74,0.0384,2.78,1675,233.58
2025-06-04 02:00:00,MCH_001,75.09,0.0831,4.61,1547,228.47
2025-06-04 02:15:00,MCH_001,74.03,0.0121,4.77,1847,235.58
2025-06-04 02:30:00,MCH_001,78.32,0.0316,4.36,1498,224.67
2025-06-04 02:45:00,MCH_001,87.14,0.0466,2.39,1586,239.27
2025-06-04 03:00:00,MCH_001,69.55,0.0394,2.96,1491,237.16
2025-06-04 03:15:00,MCH_001,71.99,0.0365,2.89,1763,222.96
2025-06-04 03:30:00,MCH_001,77.9,0.0348,3.75,1708,232.39
2025-06-04 03:45:00,MCH_001,66.51,0.0565,3.66,1480,230.09
2025-06-04 04:00:00,MCH_001,80.91,0.0266,4.25,1691,232.56
2025-06-04 04:15:00,MCH_001,83.0,0.0445,3.71,1614,225.75
2025-06-04 04:30:00,MCH_001,81.23,0.032,3.51,1941,231.58
2025-06-04 04:45:00,MCH_001,74.49,0.0243,3.15,1607,228.08
2025-06-04 05:00:00,MCH_001,85.03,0.0412,3.59,1665,242.25
2025-06-04 05:15:00,MCH_001,71.23,0.0531,4.87,1688,225.56
2025-06-04 05:30:00,MCH_001,64.83,0.0346,3.45,1523,230.5
2025-06-04 05:45:00,MCH_001,69.08,0.0405,3.84,1482,226.88
2025-06-04 06:00:00,MCH_001,73.13,0.0638,2.82,1818,228.58
2025-06-04 06:15:00,MCH_001,77.34,0.0577,4.11,1722,215.51
2025-06-04 06:30:00,MCH_001,77.92,0.0264,3.59,1775,233.29
2025-06-04 06:45:00,MCH_001,74.18,0.0309,3.26,1582,232.36
2025-06-04 07:00:00,MCH_001,76.0,0.0651,3.23,1890,226.86
2025-06-04 07:15:00,MCH_001,65.17,0.0184,4.04,1560,232.23
2025-06-04 07:30:00,MCH_001,70.73,0.048,2.94,1866,231.98
2025-06-04 07:45:00,MCH_001,72.94,0.0526,3.37,1678,221.66
2025-06-04 08:00:00,MCH_001,74.46,0.0234,3.19,1639,230.56
2025-06-04 08:15:00,MCH_001,76.56,0.0245,4.37,1728,232.43
2025-06-04 08:30:00,MCH_001,76.74,0.0359,3.21,1764,224.63
2025-06-04 08:45:00,MCH_001,79.34,0.031,3.36,1502,230.1
2025-06-04 09:00:00,MCH_001,65.79,0.0503,2.98,1684,225.55
2025-06-04 09:15:00,MCH_001,73.15,0.0231,3.66,1553,229.74
2025-06-04 09:30:00,MCH_001,85.51,0.0262,3.44,1464,230.58
2025-06-04 09:45:00,MCH_001,68.35,0.0641,3.01,1557,234.28
2025-06-04 10:00:00,MCH_001,79.48,0.0331,3.41,1738,221.91
2025-06-04 10:15:00,MCH_001,71.02,0.0251,3.43,1770,231.12
2025-06-04 10:30:00,MCH_001,73.62,0.0481,3.81,1693,216.52
2025-06-04 10:45:00,MCH_001,81.14,0.0292,3.81,1868,227.62
2025-06-04 11:00:00,MCH_001,63.87,0.058,3.83,1716,223.22
2025-06-04 11:15:00,MCH_001,72.96,0.0406,2.61,1802,231.43
2025-06-04 11:30:00,MCH_001,73.76,0.0182,3.84,1775,231.04
2025-06-04 11:45:00,MCH_001,67.48,0.0358,2.57,1667,229.66
2025-06-04 12:00:00,MCH_001,70.93,0.0605,3.38,1886,226.45
2025-06-04 12:15:00,MCH_001,67.91,0.052,3.94,1852,226.49
2025-06-04 12:30:00,MCH_001,84.0,0.0483,2.95,1805,222.3
2025-06-04 12:45:00,MCH_001,71.63,0.0315,2.58,1840,234.7
2025-06-04 13:00:00,MCH_001,85.11,0.0433,3.75,1754,226.12
2025-06-04 13:15:00,MCH_001,77.71,0.0487,3.13,1770,236.15
2025-06-04 13:30:00,MCH_001,81.15,0.0547,3.48,1696,223.27
2025-06-04 13:45:00,MCH_001,82.81,0.064,3.25,1652,231.08
2025-06-04 14:00:00,MCH_001,67.26,0.0459,2.36,1773,229.6
2025-06-04 14:15:00,MCH_001,65.58,0.0421,3.27,1684,231.74
2025-06-04 14:30:00,MCH_001,78.63,0.0178,4.39,1897,223.83
2025-06-04 14:45:00,MCH_001,79.84,0.0376,2.87,1690,230.61
2025-06-04 15:00:00,MCH_001,81.52,0.0569,3.62,1728,233.71
2025-06-04 15:15:00,MCH_001,79.35,0.0442,3.15,1655,230.21
2025-06-04 15:30:00,MCH_001,78.86,0.0331,2.71,1894,232.86
2025-06-04 15:45:00,MCH_001,79.89,0.058,3.94,1762,224.02
2025-06-04 16:00:00,MCH_001,96.51,0.056,3.43,1598,236.87
2025-06-04 16:15:00,MCH_001,62.78,0.0426,2.96,1729,220.42
2025-06-04 16:30:00,MCH_001,69.04,0.0333,3.98,1588,231.99
2025-06-04 16:45:00,MCH_001,77.21,0.0502,3.9,1929,231.43
2025-06-04 17:00:00,MCH_001,73.72,0.0418,3.68,1674,232.47
2025-06-04 17:15:00,MCH_001,71.21,0.0317,2.82,1588,240.17
